timestamp,price,volume
2024-05-26 00:00:00,3750.077159389676,8464533427.424917
2024-05-27 00:00:00,3825.277957577714,10540798421.159782
2024-05-28 00:00:00,3893.3921058941055,15290249260.872213
2024-05-29 00:00:00,3840.68886040005,18146426007.646515
2024-05-30 00:00:00,3765.3025567780796,15290595277.792278
2024-05-31 00:00:00,3748.6391523334596,13659082592.12581
2024-06-01 00:00:00,3761.0692456476336,12068376838.694778
2024-06-02 00:00:00,3813.452441559934,7216291113.118156
2024-06-03 00:00:00,3780.7119847349145,9915137834.269558
2024-06-04 00:00:00,3766.6376499412618,12609351903.623407
2024-06-05 00:00:00,3814.932030146498,11652766019.496792
2024-06-06 00:00:00,3871.0820906216727,12871943841.967451
2024-06-07 00:00:00,3812.701856549199,11650774701.467743
2024-06-08 00:00:00,3679.3766523741783,16199024684.298843
2024-06-09 00:00:00,3683.0253801346485,7575768941.686513
2024-06-10 00:00:00,3705.8998844045504,6301031436.913941
2024-06-11 00:00:00,3666.8276647258203,8786880926.53714
2024-06-12 00:00:00,3498.5559542215797,19621933421.92237
2024-06-13 00:00:00,3559.4475336257624,16798065224.846418
2024-06-14 00:00:00,3465.316584199481,14257587847.282923
2024-06-15 00:00:00,3478.7748349889234,14164619768.518377
2024-06-16 00:00:00,3565.1232591862595,12060524631.965353
2024-06-17 00:00:00,3618.508652976102,8663362158.145231
2024-06-18 00:00:00,3510.3586935289036,17226962124.000225
2024-06-19 00:00:00,3480.4713384276088,21649791273.213665
2024-06-20 00:00:00,3555.9658395535403,15091044746.84232
2024-06-21 00:00:00,3511.28482815368,15933137676.283852
2024-06-22 00:00:00,3516.88098000528,16100418805.143234
2024-06-23 00:00:00,3494.7985621731755,6342881010.269747
2024-06-24 00:00:00,3417.7971372978254,8947881396.036127
2024-06-25 00:00:00,3357.1006400727606,23589084207.47341
2024-06-26 00:00:00,3395.304687339692,11981602845.529747
2024-06-27 00:00:00,3365.9446697083863,10009281218.932026
2024-06-28 00:00:00,3442.910158110125,11076955211.879559
2024-06-29 00:00:00,3374.6051303067916,10962843305.829046
2024-06-30 00:00:00,3371.278227967461,5551997884.52149
2024-07-01 00:00:00,3435.3183276337395,7498532249.327012
2024-07-02 00:00:00,3438.009078999906,11834316021.632442
2024-07-03 00:00:00,3417.8984255478363,8478511086.945243
2024-07-04 00:00:00,3295.808464429979,15473856746.245096
2024-07-05 00:00:00,3069.0434008340803,19209988737.688694
2024-07-06 00:00:00,2984.398102498264,31755421068.593773
2024-07-07 00:00:00,3066.247437954064,9871087552.273798
2024-07-08 00:00:00,2928.6012310061665,10243406181.924892
2024-07-09 00:00:00,3016.0833537946064,20819810746.374283
2024-07-10 00:00:00,3064.0923605197886,14902982165.592142
2024-07-11 00:00:00,3099.7101861313545,14523237728.597153
2024-07-12 00:00:00,3102.0902302291074,14058546522.739754
2024-07-13 00:00:00,3132.980838609695,12435435678.409641
2024-07-14 00:00:00,3173.5042341380185,7830621980.637015
2024-07-15 00:00:00,3252.654184707363,9867236520.521011
2024-07-16 00:00:00,3488.5387580277174,18368344859.430637
2024-07-17 00:00:00,3446.7658893041003,21040427365.588116
2024-07-18 00:00:00,3389.441287038116,16978839263.794697
2024-07-19 00:00:00,3428.5520187667257,14884776298.264118
2024-07-20 00:00:00,3505.222536388452,17784761899.551624
2024-07-21 00:00:00,3522.8013028122487,9427844289.70798
2024-07-22 00:00:00,3533.118349531153,13378492000.408422
2024-07-23 00:00:00,3443.073350817144,18304154013.687572
2024-07-24 00:00:00,3482.9837705931927,25079221799.230476
2024-07-25 00:00:00,3336.3802530382436,15765758234.562634
2024-07-26 00:00:00,3173.7633983274727,25890826733.28285
2024-07-27 00:00:00,3278.1869575279507,15169277359.834238
2024-07-28 00:00:00,3254.611672582785,14496971021.239912
2024-07-29 00:00:00,3272.8501306701373,7818233563.235541
2024-07-30 00:00:00,3316.942188773212,18452148650.905613
2024-07-31 00:00:00,3276.981779516743,13805865977.524105
2024-08-01 00:00:00,3233.076804863122,16143420325.47769
2024-08-02 00:00:00,3204.2465237463616,17786413332.129932
2024-08-03 00:00:00,2983.300976694291,18785849199.903355
2024-08-04 00:00:00,2906.7150241765007,17701956694.58319
2024-08-05 00:00:00,2682.4373928187924,22171247833.139385
2024-08-06 00:00:00,2415.6311394312143,73571034926.63428
2024-08-07 00:00:00,2455.51137665051,27613148149.796356
2024-08-08 00:00:00,2341.590346028249,24968091142.09198
2024-08-09 00:00:00,2685.012750687489,24290512619.839314
2024-08-10 00:00:00,2602.1840712761878,18077335701.97768
2024-08-11 00:00:00,2608.0357436286963,8849019546.648287
2024-08-12 00:00:00,2558.790870730736,12624674028.077477
2024-08-13 00:00:00,2726.777988551933,22670968464.846756
2024-08-14 00:00:00,2703.5505587641255,16366799383.61909
2024-08-15 00:00:00,2662.780395092489,15887432311.728333
2024-08-16 00:00:00,2569.8604812159274,15498476343.410463
2024-08-17 00:00:00,2592.249006212312,12841847017.271076
2024-08-18 00:00:00,2613.139261446099,5483825246.098839
2024-08-19 00:00:00,2614.6012806263716,8617702421.12827
2024-08-20 00:00:00,2640.5904207330605,11730843561.162947
2024-08-21 00:00:00,2575.643435503567,12823659998.035198
2024-08-22 00:00:00,2630.2988017642488,11246256658.90509
2024-08-23 00:00:00,2623.289171364539,10277172867.663338
2024-08-24 00:00:00,2763.2554073640704,17876365362.452858
2024-08-25 00:00:00,2767.840733546234,11990449014.147696
2024-08-26 00:00:00,2745.164671605207,8312216650.941433
2024-08-27 00:00:00,2683.0801154902983,11486270160.014797
2024-08-28 00:00:00,2457.2773517547434,17505948780.2572
2024-08-29 00:00:00,2527.0269814017706,21234602056.030586
2024-08-30 00:00:00,2526.7383553003406,13272715023.256615
2024-08-31 00:00:00,2527.690204915795,15607580785.925383
2024-09-01 00:00:00,2513.3643501004462,6105765553.728281
2024-09-02 00:00:00,2430.0202661439344,11229587557.968822
2024-09-03 00:00:00,2534.9048168403706,12130504179.053215
